1	3104532	3106569	Interval_6
1	3112882	3114101	Interval_7
1	4496089	4497424	Interval_24
1	4671052	4672382	Interval_29
1	4769828	4771824	Interval_41
1	4774389	4776139	Interval_42
1	4785039	4786415	Interval_44
1	4807073	4809188	Interval_47
1	4857034	4858882	Interval_49
1	4917839	4919387	Interval_60
1	4926431	4927096	Interval_61
1	5017899	5021107	Interval_65
1	5024775	5026478	Interval_66
1	5055193	5056345	Interval_67
1	5069614	5071771	Interval_69
1	5082420	5083799	Interval_71
1	5128183	5129777	Interval_75
1	5220419	5221567	Interval_84
1	5228900	5229747	Interval_85
1	6213974	6215655	Interval_106
1	6262268	6263706	Interval_110
1	6271572	6273248	Interval_112
1	6382446	6384001	Interval_125
1	6395163	6396037	Interval_127
1	6397125	6398012	Interval_128
1	6405508	6407452	Interval_130
1	6409783	6411797	Interval_131
1	6417447	6419797	Interval_134
1	6452839	6454779	Interval_139
1	6465960	6467635	Interval_142
1	6492661	6493366	Interval_150
1	6623681	6625399	Interval_161
1	6657154	6659818	Interval_165
1	6670988	6671528	Interval_167
1	6760039	6761841	Interval_175
1	6819974	6822308	Interval_178
1	6849512	6850069	Interval_181
1	6857752	6859628	Interval_182
1	6969187	6970184	Interval_192
1	7010078	7011631	Interval_199
1	7088021	7090563	Interval_202
1	7098466	7101191	Interval_204
1	7111037	7113993	Interval_208
1	7146606	7147666	Interval_213
1	7155090	7155696	Interval_214
1	7162762	7165820	Interval_215
1	7204465	7207133	Interval_221
1	7396708	7398970	Interval_230
1	7411124	7413362	Interval_231
1	9544942	9546690	Interval_278
1	9563313	9565401	Interval_281
1	9568823	9570557	Interval_283
1	9572899	9574237	Interval_284
1	9591673	9594423	Interval_288
1	9607465	9608608	Interval_290
1	9620540	9623009	Interval_294
1	9628509	9631700	Interval_295
1	9638411	9639892	Interval_298
1	9647739	9649923	Interval_300
1	9666197	9667765	Interval_304
1	9673383	9674991	Interval_305
1	9699664	9701541	Interval_308
1	9711137	9712593	Interval_310
1	9747059	9748834	Interval_316
1	9757504	9758963	Interval_319
1	9772269	9774429	Interval_323
1	9797031	9799367	Interval_331
1	9810269	9811349	Interval_336
1	9822491	9824264	Interval_339
1	9832965	9834101	Interval_343
1	9840937	9842523	Interval_344
1	9847114	9851287	Interval_345
1	9854541	9855796	Interval_346
1	9857273	9859949	Interval_347
1	9875806	9878619	Interval_349
1	9942854	9944701	Interval_365
1	9966922	9969369	Interval_372
1	9990726	9992581	Interval_378
1	9997399	9999437	Interval_379
1	10007040	10008108	Interval_383
1	10037451	10040499	Interval_389
1	10055886	10057099	Interval_391
1	10114526	10116998	Interval_399
1	10155075	10157397	Interval_410
1	10219672	10221272	Interval_420
1	10231569	10233641	Interval_423
1	10238705	10239900	Interval_424
1	10279121	10281102	Interval_436
1	10759497	10760194	Interval_451
1	10768707	10769913	Interval_452
1	10877144	10878234	Interval_462
1	10879683	10880655	Interval_463
1	11774256	11775451	Interval_480
1	12990191	12993225	Interval_501
1	13050023	13053518	Interval_504
1	13133424	13136444	Interval_511
1	13150571	13152482	Interval_516
1	13152614	13153861	Interval_517
1	13161484	13163381	Interval_519
1	13171359	13175020	Interval_520
1	13252666	13255864	Interval_546
1	13266420	13269533	Interval_548
1	13287309	13289337	Interval_551
1	13292732	13296006	Interval_552
1	13300901	13302750	Interval_553
1	13313970	13315232	Interval_555
1	13328401	13330057	Interval_560
1	13335646	13336805	Interval_562
1	13341166	13343369	Interval_563
1	13372092	13374817	Interval_570
1	13381043	13384105	Interval_571
1	13385181	13386222	Interval_572
1	13425317	13428440	Interval_575
1	13513066	13514766	Interval_587
1	13520740	13522317	Interval_588
1	13530877	13532448	Interval_591
1	13558953	13560848	Interval_597
1	13572092	13575700	Interval_601
1	13588283	13590385	Interval_605
1	13592918	13593732	Interval_606
1	13597682	13601735	Interval_607
1	13613279	13613928	Interval_609
1	13647111	13648659	Interval_616
1	13659033	13661144	Interval_617
1	13706098	13707411	Interval_624
1	13738670	13741543	Interval_626
1	13746976	13748448	Interval_627
1	13771022	13773837	Interval_630
1	13785820	13788130	Interval_634
1	13788398	13789923	Interval_635
1	13873368	13874455	Interval_640
1	13979468	13981570	Interval_647
1	13993591	13995200	Interval_650
1	14002490	14005886	Interval_653
1	14012072	14014384	Interval_654
1	14064211	14065340	Interval_661
1	14099942	14101476	Interval_663
